Name;ISIN;Symbol;Market;Source;Notes
HYDROGENPRO;NO0010892359;HYPRO;Oslo Børs;euronext_regulated_list;
HÖEGH AUTOLINERS;NO0011082075;HAUTO;Oslo Børs;euronext_regulated_list;
HØLAND OG SETSKOG;NO0010012636;HSPG;Oslo Børs;euronext_regulated_list;
IDEX BIOMETRICS;NO0013536078;IDEX;Oslo Børs;euronext_regulated_list;
INTEGRATED WIND SO;NO0013461350;IWS;Oslo Børs;euronext_regulated_list;
INTEROIL EXPL PROD;NO0013119255;IOX;Oslo Børs;euronext_regulated_list;
ITERA;NO0010001118;ITERA;Oslo Børs;euronext_regulated_list;
JINHUI SHIPP TRANS;BMG5137R1088;JIN;Oslo Børs;euronext_regulated_list;
JÆREN SPAREBANK;NO0010359433;JAREN;Oslo Børs;euronext_regulated_list;
KID;NO0010743545;KID;Oslo Børs;euronext_regulated_list;
KITRON;NO0003079709;KIT;Oslo Børs;euronext_regulated_list;
KLAVENESS COMBINAT;NO0010833262;KCC;Oslo Børs;euronext_regulated_list;
KOMPLETT;NO0011016040;KOMPL;Oslo Børs;euronext_regulated_list;
KONGSBERG AUTOMOT;NO0003033102;KOA;Oslo Børs;euronext_regulated_list;
KONGSBERG GRUPPEN;NO0013536151;KOG;Oslo Børs;euronext_regulated_list;
KONGSBERG MARITIME;NO0013697029;KMAR;Oslo Børs;euronext_regulated_list;
LERØY SEAFOOD GP;NO0003096208;LSG;Oslo Børs;euronext_regulated_list;
LIFECARE;NO0013355859;LIFE;Oslo Børs;euronext_regulated_list;
LINK MOBILITY GRP;NO0010894231;LINK;Oslo Børs;euronext_regulated_list;
MAGNORA;NO0010187032;MGN;Oslo Børs;euronext_regulated_list;
MEDISTIM;NO0010159684;MEDI;Oslo Børs;euronext_regulated_list;
MELHUS SPAREBANK;NO0006001908;MELG;Oslo Børs;euronext_regulated_list;
MORELD;NO0013325506;MORLD;Oslo Børs;euronext_regulated_list;
MOWI;NO0003054108;MOWI;Oslo Børs;euronext_regulated_list;
MPC CONTAINER SHIP;NO0010791353;MPCC;Oslo Børs;euronext_regulated_list;
MULTICONSULT;NO0010734338;MULTI;Oslo Børs;euronext_regulated_list;
NAPATECH;DK0060520450;NAPA;Oslo Børs;euronext_regulated_list;
NAVAMEDIC;NO0010205966;NAVA;Oslo Børs;euronext_regulated_list;
NEKKAR;NO0003049405;NKR;Oslo Børs;euronext_regulated_list;
NEL;NO0010081235;NEL;Oslo Børs;euronext_regulated_list;
NEXT BIOMETRICS GP;NO0013740142;NEXT;Oslo Børs;euronext_regulated_list;
NORBIT;NO0010856511;NORBT;Oslo Børs;euronext_regulated_list;
NORCONSULT;NO0013052209;NORCO;Oslo Børs;euronext_regulated_list;
NORDIC MINING;NO0013162693;NOM;Oslo Børs;euronext_regulated_list;
NORDIC SEMICONDUC;NO0003055501;NOD;Oslo Børs;euronext_regulated_list;
NORSK HYDRO;NO0005052605;NHY;Oslo Børs;euronext_regulated_list;
NORSKE SKOG;NO0010861115;NSKOG;Oslo Børs;euronext_regulated_list;
NORTHERN OCEAN LTD;BMG6682J1036;NOL;Oslo Børs;euronext_regulated_list;
NORWEGIAN AIR SHUT;NO0010196140;NAS;Oslo Børs;euronext_regulated_list;
NRC GROUP;NO0003679102;NRC;Oslo Børs;euronext_regulated_list;
NYKODE THERAPEUTIC;NO0010714785;NYKD;Oslo Børs;euronext_regulated_list;
ODFJELL DRILLING;BMG671801022;ODL;Oslo Børs;euronext_regulated_list;
ODFJELL SER. A;NO0003399909;ODF;Oslo Børs;euronext_regulated_list;
ODFJELL SER. B;NO0003399917;ODFB;Oslo Børs;euronext_regulated_list;
ODFJELL TECHNOLOGY;BMG6716L1081;OTL;Oslo Børs;euronext_regulated_list;
OKEA;NO0010816895;OKEA;Oslo Børs;euronext_regulated_list;
OKEANIS ECO TANKER;MHY641771016;OET;Oslo Børs;euronext_regulated_list;
ONCOINVENT;NO0013711713;ONCIN;Oslo Børs;euronext_regulated_list;
ORKLA;NO0003733800;ORK;Oslo Børs;euronext_regulated_list;
OTELLO CORPORATION;NO0010040611;OTEC;Oslo Børs;euronext_regulated_list;
OTOVO;NO0013721613;OTOVO;Oslo Børs;euronext_regulated_list;
PANORO ENERGY;NO0010564701;PEN;Oslo Børs;euronext_regulated_list;
PARATUS ENERGY SER;BMG6904D1083;PLSV;Oslo Børs;euronext_regulated_list;
PARETO BANK;NO0010397581;PARB;Oslo Børs;euronext_regulated_list;
PETROLIA;CY0102630916;PSE;Oslo Børs;euronext_regulated_list;
PETRONOR E&P;NO0012942525;PNOR;Oslo Børs;euronext_regulated_list;
PEXIP HOLDING;NO0010840507;PEXIP;Oslo Børs;euronext_regulated_list;
PHOTOCURE;NO0010000045;PHO;Oslo Børs;euronext_regulated_list;
POLARIS MEDIA;NO0010466022;POL;Oslo Børs;euronext_regulated_list;
POLIGHT;NO0012535832;PLT;Oslo Børs;euronext_regulated_list;
PPI PUBLIC PROP;SE0028799411;PUBLI;Oslo Børs;euronext_regulated_list;
PROSAFE;NO0010861990;PRS;Oslo Børs;euronext_regulated_list;
PROTECTOR FORSIKRG;NO0010209331;PROT;Oslo Børs;euronext_regulated_list;
QUESTERRE ENERGY;CA74836K1003;QEC;Oslo Børs;euronext_regulated_list;
REACH SUBSEA;NO0003117202;REACH;Oslo Børs;euronext_regulated_list;
REC SILICON;NO0010112675;RECSI;Oslo Børs;euronext_regulated_list;
ROGALAND SPAREBANK;NO0006001007;ROGS;Oslo Børs;euronext_regulated_list;
S.D. STANDARD ETC;CY0101550917;SDSD;Oslo Børs;euronext_regulated_list;
SAGA PURE;NO0010572589;SAGA;Oslo Børs;euronext_regulated_list;
SALMAR;NO0010310956;SALM;Oslo Børs;euronext_regulated_list;
SALMON EVOLUTION;NO0010892094;SALME;Oslo Børs;euronext_regulated_list;
SATS;NO0010863285;SATS;Oslo Børs;euronext_regulated_list;
SCANA;NO0003053308;SCANA;Oslo Børs;euronext_regulated_list;
SCATEC;NO0010715139;SCATC;Oslo Børs;euronext_regulated_list;
SED ENERGY HOLDING;CY0101162119;ENH;Oslo Børs;euronext_regulated_list;
SELVAAG BOLIG;NO0010612450;SBO;Oslo Børs;euronext_regulated_list;
SENTIA;NO0013573014;SNTIA;Oslo Børs;euronext_regulated_list;
SKUE SPAREBANK;NO0006001809;SKUE;Oslo Børs;euronext_regulated_list;
SMARTOPTICS GROUP;NO0011012502;SMOP;Oslo Børs;euronext_regulated_list;
SOFTWAREONE HOLD;CH0496451508;SWON;Oslo Børs;euronext_regulated_list;
SOGN SPAREBANK;NO0006000603;SOGN;Oslo Børs;euronext_regulated_list;
SOILTECH;NO0010713571;STECH;Oslo Børs;euronext_regulated_list;
SOLSTAD MARITIME;NO0013135368;SOMA;Oslo Børs;euronext_regulated_list;
SOLSTAD OFFSHORE;NO0003080608;SOFF;Oslo Børs;euronext_regulated_list;
SPAREBANK 1 SMN;NO0006390301;MING;Oslo Børs;euronext_regulated_list;
SPAREBANK 1 SØR-N;NO0010631567;SB1NO;Oslo Børs;euronext_regulated_list;
SPAREBANKEN MØRE;NO0012483207;MORG;Oslo Børs;euronext_regulated_list;
SPAREBANKEN NORGE;NO0006000900;SBNOR;Oslo Børs;euronext_regulated_list;
SPAREBANKEN ØST;NO0006222009;SPOG;Oslo Børs;euronext_regulated_list;
SPBK 1 NORDMØRE;NO0010691660;SNOR;Oslo Børs;euronext_regulated_list;
SPBK 1 ØSTLANDET;NO0010751910;SPOL;Oslo Børs;euronext_regulated_list;
SPBK1 HELGELAND;NO0010029804;HELG;Oslo Børs;euronext_regulated_list;
SPBK1 NORD-NORGE;NO0006000801;NONG;Oslo Børs;euronext_regulated_list;
SPBK1 RINGERIKE;NO0006390400;RING;Oslo Børs;euronext_regulated_list;
SPBK1 ØSTFOLD AKE;NO0010285562;SOAG;Oslo Børs;euronext_regulated_list;
STOLT-NIELSEN;BMG850801025;SNI;Oslo Børs;euronext_regulated_list;
STOREBRAND;NO0003053605;STB;Oslo Børs;euronext_regulated_list;
STRONGPOINT;NO0010098247;STRO;Oslo Børs;euronext_regulated_list;
SUBSEA 7;LU0075646355;SUBC;Oslo Børs;euronext_regulated_list;
TECHSTEP;NO0012916131;TECH;Oslo Børs;euronext_regulated_list;
TEKNA HOLDING;NO0010951577;TEKNA;Oslo Børs;euronext_regulated_list;
TELENOR;NO0010063308;TEL;Oslo Børs;euronext_regulated_list;
TGS;NO0003078800;TGS;Oslo Børs;euronext_regulated_list;
THOR MEDICAL;NO0010597883;TRMED;Oslo Børs;euronext_regulated_list;
TIETOEVRY;FI0009000277;TIETO;Oslo Børs;euronext_regulated_list;
TOMRA SYSTEMS;NO0012470089;TOM;Oslo Børs;euronext_regulated_list;
TRØNDELAG SPBK;NO0010788268;TRSB;Oslo Børs;euronext_regulated_list;
VEIDEKKE;NO0005806802;VEI;Oslo Børs;euronext_regulated_list;
VEND MARKETPLACES;NO0010736879;VEND;Oslo Børs;euronext_regulated_list;
VISTIN PHARMA;NO0010734122;VISTN;Oslo Børs;euronext_regulated_list;
VOSS VEKSEL OGLAND;NO0003025009;VVL;Oslo Børs;euronext_regulated_list;
VOW;NO0010708068;VOW;Oslo Børs;euronext_regulated_list;
VÅR ENERGI;NO0011202772;VAR;Oslo Børs;euronext_regulated_list;
WALLENIUS WILHELMS;NO0010571680;WAWI;Oslo Børs;euronext_regulated_list;
WEBSTEP;NO0010609662;WSTEP;Oslo Børs;euronext_regulated_list;
WILH. WILHELMSEN A;NO0010571698;WWI;Oslo Børs;euronext_regulated_list;
WILH. WILHELMSEN B;NO0010576010;WWIB;Oslo Børs;euronext_regulated_list;
YARA INTERNATIONAL;NO0010208051;YAR;Oslo Børs;euronext_regulated_list;
ZALARIS;NO0010708910;ZAL;Oslo Børs;euronext_regulated_list;
ZAPTEC;NO0010713936;ZAP;Oslo Børs;euronext_regulated_list;
ZELLUNA;NO0013524942;ZLNA;Oslo Børs;euronext_regulated_list;
